-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.72653,-0.35875,-0.3255,1.8263,1.9563,1.3415,1
-0.32928,-0.44808,0.8059,0.62949,-0.37787,0.92825,0
-0.52899,-0.43038,3.2854,-0.85955,-0.37787,-0.94572,0
0.97346,0.88352,0.35508,-0.85955,-0.37787,-0.94572,1
0.87657,-0.17327,-0.26021,1.4348,-0.37787,0.9741,1
1.2604,0.5894,-0.50147,1.6001,3.317,0.98304,1
0.43052,-0.21844,-0.45639,1.5581,4.0638,1.4233,1
0.5856,-0.36877,-0.38029,1.7064,2.5631,1.3757,1
0.53313,-0.27807,-0.18007,1.2818,0.92222,1.4222,1
-0.13466,-0.16939,1.0764,0.84974,0.17291,0.98309,0
-0.22782,-0.4525,0.44524,1.262,-0.37787,0.81855,0
0.55944,-0.32542,-0.45639,1.6098,4.4446,1.4175,1
0.26711,0.31278,-0.1859,0.6181,1.03,1.0836,0
3.4858,0.30036,-0.39326,3.9721,-0.37787,0.95299,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
4.2683,-0.44365,-0.54655,-0.85955,-0.37787,-0.94572,0
0.14556,-0.2946,-0.46524,1.5914,6.8813,1.4286,1
-0.11925,-0.18266,0.26492,0.53919,-0.37787,1.2787,0
0.65726,-0.19358,0.0045607,1.3874,0.52303,1.3476,1
-0.15075,-0.40826,-0.14082,-0.85955,-0.37787,-0.94572,0
1.2011,-0.029545,-0.11544,3.4421,0.44867,1.2775,1
2.1582,0.42605,-0.56235,2.038,12.168,0.87634,1
0.64082,-0.2397,-0.20201,1.1816,0.68273,1.2872,1
-0.24309,-0.37452,-0.31912,1.2535,3.673,1.0935,1
4.8315,-0.4525,-0.54655,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.14062,-0.38797,0.27944,1.2181,1.0805,1.5785,1
0.86063,0.20219,-0.27606,1.2223,-0.37787,0.89778,0
0.18379,-0.1995,-0.48735,1.9335,5.7497,1.5389,1
1.7756,0.13421,-0.22653,1.9893,-0.37787,1.0289,1
0.27444,-0.28373,-0.43041,1.3243,-0.37787,1.5934,1
0.79888,-0.26897,-0.41131,0.98036,2.1901,1.1887,1
0.33063,-0.34633,0.12967,1.2181,1.0805,1.4402,1
-0.063544,-0.36329,-0.40714,1.9948,6.4521,1.3076,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.11688,-0.33749,0.89606,0.76704,0.48774,1.108,0
0.029606,-0.25288,-0.45639,1.5642,7.6293,1.4214,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.63084,2.0156,0.77872,-0.85955,-0.37787,-0.94572,1
-0.12135,-0.43761,-0.13387,0.95391,1.9942,1.3942,1
0.37629,-0.19868,-0.36622,1.0845,1.4754,1.4138,1
0.48003,0.10045,0.40016,-0.85955,-0.37787,-0.94572,0
-0.18531,-0.3637,-0.34496,1.6599,7.1656,1.1926,1
-0.0084396,-0.37994,0.022248,1.2776,1.6449,1.3205,1
0.048403,-0.43408,-0.34921,0.8146,2.4763,1.3158,1
0.1806,-0.30157,-0.43946,2.0388,6.3466,1.1941,1
0.19595,-0.21554,-0.44764,1.8876,-0.37787,1.5433,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.18259,1.5602,0.26492,1.0316,1.2018,0.52603,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.61657,-0.14912,-0.4455,1.8118,3.1776,1.5069,1
-0.13636,-0.42154,-0.095734,0.7662,2.3084,0.98614,0
1.3926,-0.15372,0.074481,-0.85955,-0.37787,-0.94572,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.23409,-0.33306,0.44524,0.49447,0.33191,1.3122,0
0.41733,-0.36834,-0.43326,1.7857,4.249,1.4356,1
1.7992,-0.10139,-0.33953,2.3408,-0.37787,0.88699,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,1
0.24881,-0.24293,-0.47999,2.0316,6.0469,1.4029,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
2.5655,0.11814,-0.50147,4.3342,-0.37787,0.88254,1
