0.20089,-0.33306,-0.22769,1.2297,1.995,1.2239,1
0.26327,-0.16512,0.084239,1.2058,0.65825,1.3335,1
-0.30432,-0.43454,-0.21778,1.3269,3.9199,1.2369,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,1
1.7106,0.59339,-0.3259,-0.85955,-0.37787,-0.94572,1
0.27897,-0.23737,-0.41131,1.4689,-0.37787,1.3535,1
2.2237,0.056865,-0.51403,-0.85955,-0.37787,-0.94572,1
0.36909,-0.31866,-0.50147,1.5388,6.0759,1.5006,1
4.0701,0.68874,-0.41123,4.7928,1.02,1.2773,1
-0.1953,-0.38172,0.40016,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.35875,1.3966,-0.095734,-0.85955,-0.37787,-0.94572,0
0.39738,-0.26077,-0.50147,1.6859,6.5638,1.4546,1
0.104,-0.35076,0.03951,0.21556,0.57322,1.0075,0
4.1915,0.63918,-0.54655,7.9625,-0.37787,0.57223,1
0.59097,-0.43481,-0.36622,-0.85955,-0.37787,-0.94572,0
0.57014,-0.44808,0.40016,-0.85955,-0.37787,-0.94572,0
1.1182,0.13416,-0.54655,1.6569,8.127,1.2152,1
-0.063521,-0.44808,0.58049,0.67084,0.22947,1.236,0
3.1844,0.018353,-0.52878,-0.85955,-0.37787,-0.94572,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.33199,-0.32864,-0.050653,0.95143,1.4093,1.0958,0
1.3829,-0.067757,0.1047,-0.85955,-0.37787,-0.94572,1
1.26,-0.4525,-0.050653,-0.85955,-0.37787,-0.94572,0
4.6871,1.1599,-0.32173,4.5666,0.98835,1.1598,1
0.52736,-0.13674,-0.38271,2.0734,2.686,1.4162,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.068941,-0.36845,-0.14082,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,1
5.8835,-0.35076,-0.54655,-0.85955,-0.37787,-0.94572,0
-0.076225,-0.43923,-0.36622,0.5489,-0.37787,1.041,0
-0.11735,-0.42995,0.42874,1.1376,0.89939,1.5306,1
-0.28568,-0.3999,-0.27178,1.245,3.7223,1.1718,1
0.035229,-0.31979,-0.36622,0.77295,-0.37787,0.98309,0
1.6782,-0.062742,-0.54655,1.7736,8.2156,1.117,1
0.47664,2.8033,-0.32114,0.6354,-0.37787,0.36453,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.42837,-0.18708,0.084592,-0.85955,-0.37787,-0.94572,0
3.9417,0.9843,-0.44737,4.4156,1.9752,0.88679,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.2023,-0.33249,-0.23264,1.2209,2.015,1.2118,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.29388,0.042943,0.03951,1.7527,0.38821,1.236,0
1.5746,-0.0049912,-0.52913,2.665,13.971,1.1018,1
1.7229,0.42237,-0.54655,1.8165,8.435,0.87729,1
0.1894,-0.2215,-0.24971,1.1748,2.2601,1.1843,1
-0.15482,-0.35518,0.44524,-0.85955,-0.37787,-0.94572,0
0.96548,2.0114,-0.1859,1.5076,-0.37787,1.1842,0
