2.2996,0.71023,-0.48892,-0.85955,-0.37787,-0.94572,1
0.40669,0.2597,0.71573,1.4713,-0.37787,0.91606,0
0.16119,-0.40564,-0.39905,1.5813,4.2067,1.3917,1
2.446,0.29573,-0.54655,2.9264,13.408,0.93378,1
-0.23714,-0.30652,2.0682,0.74848,-0.37787,0.83683,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,1
5.4579,-0.42154,-0.54655,-0.85955,-0.37787,-0.94572,0
0.070291,-0.41269,0.12967,0.91515,-0.37787,1.1202,0
-0.17379,-0.43038,0.40016,-0.85955,-0.37787,-0.94572,0
0.15823,-0.28718,-0.36771,1.5155,-0.37787,1.3366,1
4.0287,0.95837,-0.54895,2.7249,11.42,0.74987,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.0077892,-0.2269,0.31,-0.85955,-0.37787,-0.94572,0
2.1988,0.49842,-0.50147,-0.85955,-0.37787,-0.94572,1
1.4313,5.0858,-0.45639,0.87211,-0.37787,0.24874,0
-0.2346,-0.26671,3.8264,-0.11988,-0.12092,1.1111,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.32691,-0.38172,1.8428,0.70544,0.26247,1.1141,0
0.31786,-0.31375,-0.50147,1.6364,6.2128,1.5374,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.025236,-0.26229,0.44524,1.054,-0.37787,1.303,0
0.1546,-0.24145,-0.0055712,1.1294,0.81716,1.2395,1
0.42325,-0.28926,-0.50147,1.717,6.2483,1.5184,1
-0.48833,-0.42596,1.7977,0.25944,1.2688,1.1964,0
-0.27051,-0.4525,0.03951,0.91852,0.92459,0.83074,0
0.48041,-0.27845,-0.45639,1.6946,4.153,1.4291,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.4495,-0.12465,-0.45639,1.5535,4.0607,1.4752,1
0.31409,-0.33551,-0.40294,1.409,3.5043,1.3171,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
1.1964,-0.21615,-0.50147,2.0441,6.5452,1.3919,1
0.043532,-0.27224,-0.45639,1.4353,4.6228,1.6051,1
1.2241,-0.21256,-0.41131,1.3877,2.5436,0.8586,1
0.2139,-0.32472,-0.36156,0.9567,-0.37787,1.5687,1
-0.071751,-0.40224,0.42479,2.1198,0.67806,1.4153,1
0.023372,-0.36403,0.17476,0.59278,-0.37787,1.2604,0
0.15736,-0.3696,-0.22175,1.0588,-0.37787,1.6994,1
-0.030153,-0.36845,-0.23098,0.27759,-0.37787,0.48946,0
0.021534,-0.26672,-0.45639,1.4054,4.6051,1.6108,1
0.707,0.029672,-0.23098,0.88687,-0.37787,0.95872,0
0.69485,-0.19769,-0.45639,1.3869,3.3103,1.2869,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.15635,-0.30709,-0.43514,2.0154,6.3656,1.1888,1
0.91361,-0.2067,-0.069513,-0.85955,-0.37787,-0.94572,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.38586,-0.0090986,-0.4769,1.5629,8.2751,1.4097,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.1638,-0.23132,0.21984,-0.85955,-0.37787,-0.94572,0
2.7198,0.53088,-0.56287,2.6863,14.002,0.72023,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.62348,-0.28902,-0.32114,2.0142,2.1078,1.3302,1
0.24052,0.86573,-0.32114,0.10586,-0.37787,0.1878,0
0.040141,-0.34191,-0.36622,-0.85955,-0.37787,-0.94572,0
4.4709,1.0387,-0.52524,4.8101,0.88898,0.51988,1
